순서,시도,시군구,주택유형,겨울철_실내라돈농도
5516,전라남도,함평군,단독주택 ,72
5517,전라남도,함평군,단독주택 ,22.5
5518,전라남도,함평군,단독주택 ,114.1
5519,전라남도,함평군,연립다세대,108
5520,전라남도,함평군,단독주택 ,43.2
5521,전라남도,함평군,단독주택 ,21.3
5522,전라남도,함평군,단독주택 ,22.6
5523,전라남도,함평군,단독주택 ,29.7
5524,전라남도,함평군,단독주택 ,100.4
5525,전라남도,함평군,단독주택 ,20.1
5526,전라남도,함평군,단독주택 ,97.6
5527,전라남도,함평군,단독주택 ,49.5
5528,전라남도,함평군,단독주택 ,90.4
5529,전라남도,함평군,단독주택 ,105.7
5530,전라남도,함평군,단독주택 ,16.6
5531,전라남도,함평군,단독주택 ,41.4
5532,전라남도,함평군,단독주택 ,28.3
5533,전라남도,함평군,단독주택 ,32.7
5534,전라남도,함평군,단독주택 ,38.8
5535,전라남도,함평군,단독주택 ,53.4
5536,전라남도,해남군,단독주택 ,35.7
5537,전라남도,해남군,단독주택 ,162.1
5538,전라남도,해남군,연립다세대,32.3
5539,전라남도,해남군,단독주택 ,58.6
5540,전라남도,해남군,단독주택 ,38.2
5541,전라남도,해남군,단독주택 ,45.7
5542,전라남도,해남군,단독주택 ,45
5543,전라남도,해남군,단독주택 ,57
5544,전라남도,해남군,단독주택 ,96.5
5545,전라남도,해남군,단독주택 ,56
5546,전라남도,해남군,단독주택 ,139.2
5547,전라남도,해남군,단독주택 ,22.6
5548,전라남도,해남군,단독주택 ,24.5
5549,전라남도,해남군,단독주택 ,41.2
5550,전라남도,해남군,단독주택 ,52.8
5551,전라남도,해남군,단독주택 ,31
5552,전라남도,해남군,단독주택 ,72.9
5553,전라남도,해남군,단독주택 ,68.8
5554,전라남도,해남군,단독주택 ,61.1
5555,전라남도,해남군,단독주택 ,76.9
5556,전라남도,해남군,단독주택 ,44.5
5557,전라남도,해남군,단독주택 ,30.6
5558,전라남도,해남군,단독주택 ,79
5559,전라남도,해남군,단독주택 ,33.6
5560,전라남도,해남군,단독주택 ,12.5
5561,전라남도,해남군,단독주택 ,26.1
5562,전라남도,해남군,단독주택 ,51.4
5563,전라남도,해남군,단독주택 ,81.2
5564,전라남도,해남군,단독주택 ,16.9
5565,전라남도,화순군,단독주택 ,105.7
5566,전라남도,화순군,단독주택 ,60.1
5567,전라남도,화순군,단독주택 ,66.3
5568,전라남도,화순군,연립다세대,37.9
5569,전라남도,화순군,단독주택 ,62.4
5570,전라남도,화순군,단독주택 ,181.2
5571,전라남도,화순군,단독주택 ,85.5
5572,전라남도,화순군,단독주택 ,76.8
5573,전라남도,화순군,단독주택 ,50.2
5574,전라남도,화순군,단독주택 ,141.3
5575,전라남도,화순군,단독주택 ,19.3
5576,전라남도,화순군,단독주택 ,65.8
5577,전라남도,화순군,연립다세대,117.5
5578,전라남도,화순군,단독주택 ,35.1
5579,전라남도,화순군,단독주택 ,26.6
5580,전라남도,화순군,단독주택 ,79.7
5581,전라남도,화순군,단독주택 ,38.4
5582,전라남도,화순군,단독주택 ,110
5583,전라남도,화순군,단독주택 ,890
5584,전라남도,화순군,단독주택 ,157.1
5585,전라남도,화순군,단독주택 ,121.8
5586,전라남도,화순군,단독주택 ,57.2
5587,전라남도,화순군,단독주택 ,18.7
5588,전라남도,화순군,단독주택 ,100.1
5589,전라남도,화순군,단독주택 ,20.3
5590,전라남도,화순군,단독주택 ,151.3
5591,전라남도,화순군,단독주택 ,114.6
5592,전라북도,고창군,단독주택 ,51.6
5593,전라북도,고창군,단독주택 ,52.9
5594,전라북도,고창군,단독주택 ,63
5595,전라북도,고창군,단독주택 ,444.6
5596,전라북도,고창군,연립다세대,53.2
5597,전라북도,고창군,연립다세대,93.6
5598,전라북도,고창군,단독주택 ,77.8
5599,전라북도,고창군,단독주택 ,100.4
5600,전라북도,고창군,단독주택 ,29.7
5601,전라북도,고창군,단독주택 ,232.5
5602,전라북도,고창군,단독주택 ,55.3
5603,전라북도,고창군,단독주택 ,35.4
5604,전라북도,고창군,단독주택 ,208.2
5605,전라북도,고창군,단독주택 ,23.5
5606,전라북도,고창군,단독주택 ,167.9
5607,전라북도,고창군,단독주택 ,231.7
5608,전라북도,고창군,단독주택 ,107.3
5609,전라북도,고창군,단독주택 ,125.1
5610,전라북도,고창군,단독주택 ,58.4
5611,전라북도,고창군,단독주택 ,31.1
5612,전라북도,고창군,단독주택 ,61
5613,전라북도,고창군,단독주택 ,46.9
5614,전라북도,고창군,단독주택 ,147.7
5615,전라북도,고창군,단독주택 ,36.4
5616,전라북도,고창군,단독주택 ,166.3
5617,전라북도,고창군,단독주택 ,72.7
5618,전라북도,고창군,단독주택 ,33.6
5619,전라북도,고창군,연립다세대,41.8
5620,전라북도,고창군,단독주택 ,76.5
5621,전라북도,고창군,단독주택 ,59.9
5622,전라북도,고창군,단독주택 ,79.6
5623,전라북도,고창군,단독주택 ,22.4
5624,전라북도,고창군,단독주택 ,79.7
5625,전라북도,고창군,단독주택 ,41.8
5626,전라북도,고창군,단독주택 ,140.9
5627,전라북도,고창군,연립다세대,80.5
5628,전라북도,군산시,단독주택 ,24.1
5629,전라북도,군산시,단독주택 ,73.9
5630,전라북도,군산시,단독주택 ,48
5631,전라북도,군산시,단독주택 ,53.6
5632,전라북도,군산시,단독주택 ,46.5
5633,전라북도,군산시,단독주택 ,83.4
5634,전라북도,군산시,단독주택 ,41.4
5635,전라북도,군산시,단독주택 ,42.6
5636,전라북도,군산시,단독주택 ,62.5
5637,전라북도,군산시,단독주택 ,13.1
5638,전라북도,군산시,단독주택 ,148.8
5639,전라북도,군산시,단독주택 ,38.5
5640,전라북도,군산시,단독주택 ,106.8
5641,전라북도,군산시,단독주택 ,132.9
5642,전라북도,군산시,단독주택 ,28.6
5643,전라북도,군산시,단독주택 ,25.9
5644,전라북도,군산시,단독주택 ,46.6
5645,전라북도,군산시,단독주택 ,13.6
5646,전라북도,군산시,단독주택 ,54.1
5647,전라북도,군산시,단독주택 ,52.8
5648,전라북도,군산시,단독주택 ,122.5
5649,전라북도,군산시,연립다세대,38
5650,전라북도,군산시,단독주택 ,48.4
5651,전라북도,군산시,단독주택 ,68.7
5652,전라북도,군산시,연립다세대,211
5653,전라북도,군산시,단독주택 ,17.3
5654,전라북도,군산시,단독주택 ,87
5655,전라북도,군산시,단독주택 ,19.7
5656,전라북도,군산시,단독주택 ,109.3
5657,전라북도,군산시,단독주택 ,80.8
5658,전라북도,군산시,단독주택 ,130.3
5659,전라북도,군산시,단독주택 ,80.2
5660,전라북도,군산시,연립다세대,35
5661,전라북도,군산시,단독주택 ,95.8
5662,전라북도,군산시,단독주택 ,39
5663,전라북도,군산시,단독주택 ,139.8
5664,전라북도,군산시,단독주택 ,64.8
5665,전라북도,군산시,단독주택 ,74.7
5666,전라북도,군산시,단독주택 ,26.3
5667,전라북도,군산시,단독주택 ,138.4
5668,전라북도,군산시,연립다세대,92.6
5669,전라북도,군산시,연립다세대,31.8
5670,전라북도,군산시,단독주택 ,59
5671,전라북도,군산시,단독주택 ,116.4
5672,전라북도,군산시,연립다세대,27.1
5673,전라북도,군산시,단독주택 ,30.4
5674,전라북도,군산시,단독주택 ,29.5
5675,전라북도,군산시,단독주택 ,31.7
5676,전라북도,군산시,단독주택 ,35.1
5677,전라북도,군산시,연립다세대,29.9
5678,전라북도,김제시,단독주택 ,57.2
5679,전라북도,김제시,단독주택 ,113.5
5680,전라북도,김제시,단독주택 ,31.9
5681,전라북도,김제시,단독주택 ,129.3
5682,전라북도,김제시,단독주택 ,44.3
5683,전라북도,김제시,단독주택 ,84.5
5684,전라북도,김제시,단독주택 ,69.8
5685,전라북도,김제시,단독주택 ,80.2
5686,전라북도,김제시,단독주택 ,108.8
5687,전라북도,김제시,단독주택 ,62
5688,전라북도,김제시,단독주택 ,78.3
5689,전라북도,김제시,단독주택 ,78.3
5690,전라북도,김제시,단독주택 ,77.4
5691,전라북도,김제시,단독주택 ,35.3
5692,전라북도,김제시,단독주택 ,30.3
5693,전라북도,김제시,단독주택 ,38.3
5694,전라북도,김제시,단독주택 ,27
5695,전라북도,김제시,단독주택 ,32.9
5696,전라북도,김제시,단독주택 ,39.7
5697,전라북도,김제시,단독주택 ,123.1
5698,전라북도,김제시,단독주택 ,90
5699,전라북도,김제시,단독주택 ,58
5700,전라북도,김제시,단독주택 ,55.1
5701,전라북도,김제시,단독주택 ,79.4
5702,전라북도,김제시,단독주택 ,33.8
5703,전라북도,김제시,단독주택 ,55.2
5704,전라북도,김제시,단독주택 ,43.7
5705,전라북도,김제시,단독주택 ,204
5706,전라북도,김제시,단독주택 ,86.4
5707,전라북도,김제시,단독주택 ,89.8
5708,전라북도,김제시,연립다세대,22.4
5709,전라북도,김제시,단독주택 ,19.1
5710,전라북도,김제시,단독주택 ,48
5711,전라북도,김제시,단독주택 ,145.8
5712,전라북도,김제시,연립다세대,24.9
5713,전라북도,김제시,단독주택 ,214.5
5714,전라북도,김제시,단독주택 ,325.5
5715,전라북도,김제시,연립다세대,18.5
5716,전라북도,김제시,단독주택 ,101.8
5717,전라북도,김제시,단독주택 ,62.1
5718,전라북도,남원시,단독주택 ,127.6
5719,전라북도,남원시,단독주택 ,152.5
5720,전라북도,남원시,단독주택 ,125.4
5721,전라북도,남원시,단독주택 ,203.9
5722,전라북도,남원시,단독주택 ,387.4
5723,전라북도,남원시,단독주택 ,57.4
5724,전라북도,남원시,단독주택 ,85.5
5725,전라북도,남원시,단독주택 ,317.5
5726,전라북도,남원시,단독주택 ,32.1
5727,전라북도,남원시,단독주택 ,108
5728,전라북도,남원시,단독주택 ,83.5
5729,전라북도,남원시,단독주택 ,78.3
5730,전라북도,남원시,단독주택 ,107.8
5731,전라북도,남원시,단독주택 ,271.5
5732,전라북도,남원시,단독주택 ,378.7
5733,전라북도,남원시,단독주택 ,144.6
5734,전라북도,남원시,단독주택 ,21.6
5735,전라북도,남원시,단독주택 ,47.7
5736,전라북도,남원시,단독주택 ,61.4
5737,전라북도,남원시,단독주택 ,61.1
5738,전라북도,남원시,단독주택 ,41.4
5739,전라북도,남원시,연립다세대,27.7
5740,전라북도,남원시,단독주택 ,66.5
5741,전라북도,남원시,단독주택 ,102
5742,전라북도,남원시,연립다세대,19.8
5743,전라북도,남원시,단독주택 ,36.6
5744,전라북도,남원시,단독주택 ,97.2
5745,전라북도,남원시,단독주택 ,93
5746,전라북도,남원시,단독주택 ,42.3
5747,전라북도,남원시,연립다세대,49.3
5748,전라북도,남원시,단독주택 ,138.9
5749,전라북도,남원시,단독주택 ,72.9
5750,전라북도,남원시,단독주택 ,115.8
5751,전라북도,남원시,단독주택 ,113.7
5752,전라북도,남원시,단독주택 ,98.7
5753,전라북도,무주군,단독주택 ,1504
5754,전라북도,무주군,단독주택 ,111.8
5755,전라북도,무주군,단독주택 ,83.1
5756,전라북도,무주군,단독주택 ,117.9
5757,전라북도,무주군,단독주택 ,77.8
5758,전라북도,무주군,단독주택 ,171.4
5759,전라북도,무주군,단독주택 ,132.2
5760,전라북도,무주군,단독주택 ,88.4
5761,전라북도,무주군,단독주택 ,34.2
5762,전라북도,무주군,단독주택 ,26.5
5763,전라북도,무주군,단독주택 ,51.7
5764,전라북도,무주군,단독주택 ,32.8
5765,전라북도,무주군,단독주택 ,51.4
5766,전라북도,무주군,단독주택 ,79.3
5767,전라북도,무주군,단독주택 ,104.2
5768,전라북도,무주군,단독주택 ,69.4
5769,전라북도,무주군,단독주택 ,122.3
5770,전라북도,부안군,단독주택 ,82.6
5771,전라북도,부안군,단독주택 ,20
5772,전라북도,부안군,단독주택 ,92.6
5773,전라북도,부안군,연립다세대,45.5
5774,전라북도,부안군,단독주택 ,103.3
5775,전라북도,부안군,단독주택 ,82.3
5776,전라북도,부안군,단독주택 ,21.8
5777,전라북도,부안군,단독주택 ,11.2
5778,전라북도,부안군,단독주택 ,9.3
5779,전라북도,부안군,단독주택 ,28.4
5780,전라북도,부안군,단독주택 ,102.7
5781,전라북도,부안군,단독주택 ,64.1
5782,전라북도,부안군,단독주택 ,140.1
5783,전라북도,부안군,단독주택 ,17.8
5784,전라북도,부안군,단독주택 ,23.1
5785,전라북도,부안군,단독주택 ,32.3
5786,전라북도,부안군,단독주택 ,34.9
5787,전라북도,부안군,단독주택 ,175.4
5788,전라북도,부안군,단독주택 ,53.1
5789,전라북도,부안군,단독주택 ,234.2
5790,전라북도,부안군,단독주택 ,28
5791,전라북도,부안군,단독주택 ,43.8
5792,전라북도,부안군,단독주택 ,121.7
5793,전라북도,부안군,단독주택 ,36.6
5794,전라북도,부안군,단독주택 ,88.6
5795,전라북도,부안군,단독주택 ,47.3
5796,전라북도,부안군,단독주택 ,28.5
5797,전라북도,부안군,단독주택 ,24.7
5798,전라북도,부안군,연립다세대,25.2
5799,전라북도,부안군,단독주택 ,9.7
5800,전라북도,부안군,단독주택 ,13
5801,전라북도,순창군,단독주택 ,426.9
5802,전라북도,순창군,연립다세대,75.4
5803,전라북도,순창군,단독주택 ,185.3
5804,전라북도,순창군,연립다세대,73.1
5805,전라북도,순창군,단독주택 ,64.8
5806,전라북도,순창군,단독주택 ,126.6
5807,전라북도,순창군,단독주택 ,95.4
5808,전라북도,순창군,단독주택 ,59.2
5809,전라북도,순창군,단독주택 ,91
5810,전라북도,순창군,단독주택 ,47.5
5811,전라북도,순창군,단독주택 ,40.3
5812,전라북도,순창군,단독주택 ,96
5813,전라북도,순창군,단독주택 ,38.3
5814,전라북도,순창군,단독주택 ,68.3
5815,전라북도,순창군,연립다세대,83.8
5816,전라북도,순창군,단독주택 ,35.6
5817,전라북도,순창군,단독주택 ,166.2
5818,전라북도,순창군,단독주택 ,144.7
5819,전라북도,순창군,단독주택 ,373.2
5820,전라북도,순창군,단독주택 ,52.3
5821,전라북도,순창군,단독주택 ,43.2
5822,전라북도,순창군,단독주택 ,38.4
5823,전라북도,순창군,단독주택 ,131.9
5824,전라북도,순창군,단독주택 ,32.9
5825,전라북도,순창군,단독주택 ,234.6
5826,전라북도,순창군,단독주택 ,54
5827,전라북도,순창군,단독주택 ,21.2
5828,전라북도,완주군,단독주택 ,333.4
5829,전라북도,완주군,단독주택 ,127.7
5830,전라북도,완주군,단독주택 ,39
5831,전라북도,완주군,단독주택 ,14.3
5832,전라북도,완주군,단독주택 ,323.1
5833,전라북도,완주군,단독주택 ,56.2
5834,전라북도,완주군,단독주택 ,182.8
5835,전라북도,완주군,단독주택 ,56
5836,전라북도,완주군,연립다세대,41.4
5837,전라북도,완주군,단독주택 ,60.7
5838,전라북도,완주군,단독주택 ,532.7
5839,전라북도,완주군,단독주택 ,21.7
5840,전라북도,완주군,단독주택 ,181.2
5841,전라북도,완주군,연립다세대,163.3
5842,전라북도,완주군,단독주택 ,103.2
5843,전라북도,완주군,단독주택 ,94.2
5844,전라북도,완주군,연립다세대,106.8
5845,전라북도,완주군,단독주택 ,94.2
5846,전라북도,완주군,단독주택 ,417
5847,전라북도,완주군,단독주택 ,91.9
5848,전라북도,완주군,단독주택 ,180.6
5849,전라북도,완주군,단독주택 ,44.6
5850,전라북도,완주군,단독주택 ,58.4
5851,전라북도,완주군,단독주택 ,106.1
5852,전라북도,완주군,단독주택 ,533.5
5853,전라북도,완주군,단독주택 ,86.9
5854,전라북도,완주군,단독주택 ,60.9
5855,전라북도,완주군,단독주택 ,418.4
5856,전라북도,완주군,단독주택 ,46.5
5857,전라북도,완주군,단독주택 ,70.7
5858,전라북도,완주군,단독주택 ,108
5859,전라북도,완주군,단독주택 ,178
5860,전라북도,완주군,단독주택 ,124.9
5861,전라북도,완주군,단독주택 ,20.8
5862,전라북도,익산시,단독주택 ,10.4
5863,전라북도,익산시,단독주택 ,25.4
5864,전라북도,익산시,연립다세대,69.7
5865,전라북도,익산시,단독주택 ,55.4
5866,전라북도,익산시,단독주택 ,44.1
5867,전라북도,익산시,단독주택 ,18.8
5868,전라북도,익산시,단독주택 ,130.1
5869,전라북도,익산시,단독주택 ,76.4
5870,전라북도,익산시,단독주택 ,276.3
5871,전라북도,익산시,단독주택 ,39.3
5872,전라북도,익산시,단독주택 ,17.8
5873,전라북도,익산시,단독주택 ,60.2
5874,전라북도,익산시,단독주택 ,49
5875,전라북도,익산시,단독주택 ,41.4
5876,전라북도,익산시,단독주택 ,94
5877,전라북도,익산시,단독주택 ,63.2
5878,전라북도,익산시,단독주택 ,88.9
5879,전라북도,익산시,단독주택 ,137.3
5880,전라북도,익산시,연립다세대,19.4
5881,전라북도,익산시,단독주택 ,54.6
5882,전라북도,익산시,단독주택 ,68
5883,전라북도,익산시,단독주택 ,60.5
5884,전라북도,익산시,단독주택 ,30.4
5885,전라북도,익산시,단독주택 ,73.1
5886,전라북도,익산시,단독주택 ,32.7
5887,전라북도,익산시,단독주택 ,75
5888,전라북도,익산시,단독주택 ,12
5889,전라북도,익산시,단독주택 ,61.6
5890,전라북도,익산시,단독주택 ,183.6
5891,전라북도,익산시,연립다세대,54
5892,전라북도,익산시,단독주택 ,62.7
5893,전라북도,익산시,단독주택 ,18.4
5894,전라북도,익산시,단독주택 ,96.3
5895,전라북도,익산시,단독주택 ,111.5
5896,전라북도,익산시,연립다세대,112.8
5897,전라북도,익산시,단독주택 ,19
5898,전라북도,익산시,단독주택 ,14.8
5899,전라북도,익산시,단독주택 ,169.4
5900,전라북도,익산시,연립다세대,33
5901,전라북도,익산시,단독주택 ,63
5902,전라북도,익산시,단독주택 ,100.4
5903,전라북도,익산시,연립다세대,27.4
5904,전라북도,익산시,단독주택 ,91.3
5905,전라북도,익산시,단독주택 ,46
5906,전라북도,익산시,단독주택 ,81.1
5907,전라북도,익산시,단독주택 ,227.1
5908,전라북도,익산시,단독주택 ,111.2
5909,전라북도,익산시,연립다세대,125.6
5910,전라북도,익산시,연립다세대,25.4
5911,전라북도,익산시,단독주택 ,87.2
5912,전라북도,익산시,단독주택 ,50.1
5913,전라북도,익산시,단독주택 ,54.5
5914,전라북도,익산시,단독주택 ,131.8
5915,전라북도,익산시,단독주택 ,26.9
5916,전라북도,익산시,단독주택 ,45.4
5917,전라북도,익산시,단독주택 ,30.4
5918,전라북도,익산시,단독주택 ,16
5919,전라북도,익산시,단독주택 ,33.1
5920,전라북도,임실군,단독주택 ,73.5
5921,전라북도,임실군,단독주택 ,16.1
5922,전라북도,임실군,연립다세대,27.5
5923,전라북도,임실군,단독주택 ,22.1
5924,전라북도,임실군,단독주택 ,51.9
5925,전라북도,임실군,단독주택 ,54.1
5926,전라북도,임실군,단독주택 ,84.4
5927,전라북도,임실군,단독주택 ,19
5928,전라북도,임실군,단독주택 ,46
5929,전라북도,임실군,단독주택 ,61.6
5930,전라북도,임실군,단독주택 ,96.2
5931,전라북도,임실군,단독주택 ,22.6
5932,전라북도,임실군,단독주택 ,260.9
5933,전라북도,임실군,단독주택 ,63.6
5934,전라북도,임실군,단독주택 ,21.8
5935,전라북도,임실군,단독주택 ,21.7
5936,전라북도,임실군,단독주택 ,49.3
5937,전라북도,임실군,단독주택 ,68.9
5938,전라북도,임실군,단독주택 ,60.2
5939,전라북도,임실군,단독주택 ,24.7
5940,전라북도,임실군,단독주택 ,79.5
5941,전라북도,임실군,단독주택 ,116.2
5942,전라북도,임실군,단독주택 ,53.1
5943,전라북도,임실군,단독주택 ,35.6
5944,전라북도,장수군,단독주택 ,136.4
5945,전라북도,장수군,단독주택 ,28.9
5946,전라북도,장수군,단독주택 ,36.8
5947,전라북도,장수군,연립다세대,122.3
5948,전라북도,장수군,단독주택 ,157.7
5949,전라북도,장수군,단독주택 ,34.2
5950,전라북도,장수군,단독주택 ,29.5
5951,전라북도,장수군,단독주택 ,55.1
5952,전라북도,장수군,단독주택 ,71
5953,전라북도,장수군,단독주택 ,40.9
5954,전라북도,장수군,단독주택 ,65.1
5955,전라북도,장수군,단독주택 ,65
5956,전라북도,장수군,단독주택 ,30.2
5957,전라북도,장수군,연립다세대,24.3
5958,전라북도,장수군,단독주택 ,18.5
5959,전라북도,장수군,단독주택 ,28.5
5960,전라북도,장수군,단독주택 ,22.5
5961,전라북도,장수군,단독주택 ,87.6
5962,전라북도,장수군,단독주택 ,48.7
5963,전라북도,장수군,단독주택 ,53.6
5964,전라북도,장수군,단독주택 ,30.4
5965,전라북도,장수군,단독주택 ,69.3
5966,전라북도,전주시,단독주택 ,55.9
5967,전라북도,전주시,단독주택 ,321.8
5968,전라북도,전주시,단독주택 ,50.2
5969,전라북도,전주시,단독주택 ,145.2
5970,전라북도,전주시,연립다세대,31
5971,전라북도,전주시,단독주택 ,50.4
5972,전라북도,전주시,단독주택 ,32.4
5973,전라북도,전주시,단독주택 ,46.3
5974,전라북도,전주시,연립다세대,27
5975,전라북도,전주시,단독주택 ,140.3
5976,전라북도,전주시,단독주택 ,169.1
5977,전라북도,전주시,단독주택 ,35.3
5978,전라북도,전주시,연립다세대,25.4
5979,전라북도,전주시,단독주택 ,23.3
5980,전라북도,전주시,단독주택 ,43.3
5981,전라북도,전주시,단독주택 ,54.9
5982,전라북도,전주시,연립다세대,72.8
5983,전라북도,전주시,단독주택 ,65.9
5984,전라북도,전주시,단독주택 ,42.6
5985,전라북도,전주시,단독주택 ,46.2
5986,전라북도,전주시,단독주택 ,75.5
5987,전라북도,전주시,연립다세대,56.4
5988,전라북도,전주시,단독주택 ,37
5989,전라북도,전주시,단독주택 ,66.1
5990,전라북도,전주시,연립다세대,52.7
5991,전라북도,전주시,단독주택 ,34
5992,전라북도,전주시,단독주택 ,356.3
5993,전라북도,전주시,연립다세대,106.3
5994,전라북도,전주시,단독주택 ,53.7
5995,전라북도,전주시,단독주택 ,55.4
5996,전라북도,전주시,단독주택 ,343.4
5997,전라북도,전주시,연립다세대,21
5998,전라북도,전주시,단독주택 ,105.9
5999,전라북도,전주시,단독주택 ,79.3
6000,전라북도,전주시,단독주택 ,78.8
6001,전라북도,전주시,단독주택 ,301.4
6002,전라북도,전주시,단독주택 ,127.7
6003,전라북도,전주시,연립다세대,291.8
6004,전라북도,전주시,단독주택 ,63.4
6005,전라북도,전주시,단독주택 ,27.8
6006,전라북도,전주시,단독주택 ,46.8
6007,전라북도,전주시,단독주택 ,76.4
6008,전라북도,전주시,단독주택 ,110.6
6009,전라북도,전주시,연립다세대,87.6
6010,전라북도,전주시,단독주택 ,35.9
6011,전라북도,전주시,단독주택 ,28.9
6012,전라북도,전주시,단독주택 ,26.5
6013,전라북도,전주시,연립다세대,53
6014,전라북도,전주시,단독주택 ,81.4
6015,전라북도,전주시,연립다세대,21.1
6016,전라북도,전주시,단독주택 ,31.9
6017,전라북도,전주시,단독주택 ,57.9
6018,전라북도,전주시,단독주택 ,51.3
6019,전라북도,전주시,단독주택 ,37.9
6020,전라북도,전주시,단독주택 ,45.5
6021,전라북도,전주시,단독주택 ,63.2
6022,전라북도,전주시,단독주택 ,33.7
6023,전라북도,전주시,단독주택 ,42.8
6024,전라북도,전주시,단독주택 ,34.4
6025,전라북도,전주시,단독주택 ,141.3
6026,전라북도,전주시,연립다세대,51.5
6027,전라북도,전주시,단독주택 ,604.2
6028,전라북도,전주시,연립다세대,26.4
6029,전라북도,전주시,단독주택 ,82.2
6030,전라북도,전주시,단독주택 ,76.4
6031,전라북도,전주시,단독주택 ,223.8
6032,전라북도,전주시,단독주택 ,52.1
6033,전라북도,전주시,단독주택 ,86.4
6034,전라북도,전주시,단독주택 ,174.2
6035,전라북도,전주시,단독주택 ,56.3
6036,전라북도,전주시,단독주택 ,19.4
6037,전라북도,전주시,단독주택 ,43.9
6038,전라북도,전주시,연립다세대,35.3
6039,전라북도,전주시,단독주택 ,340.1
6040,전라북도,전주시,단독주택 ,84.2
6041,전라북도,전주시,단독주택 ,335.3
6042,전라북도,전주시,단독주택 ,61.2
6043,전라북도,전주시,단독주택 ,88.7
6044,전라북도,전주시,단독주택 ,71.7
6045,전라북도,전주시,연립다세대,55.2
6046,전라북도,전주시,단독주택 ,106.7
6047,전라북도,전주시,단독주택 ,45.3
6048,전라북도,전주시,단독주택 ,42.8
6049,전라북도,전주시,단독주택 ,31.5
6050,전라북도,전주시,단독주택 ,84.8
6051,전라북도,전주시,단독주택 ,39.2
6052,전라북도,전주시,연립다세대,47.4
6053,전라북도,전주시,연립다세대,47.6
6054,전라북도,정읍시,단독주택 ,97
6055,전라북도,정읍시,단독주택 ,152.6
6056,전라북도,정읍시,단독주택 ,88.4
6057,전라북도,정읍시,단독주택 ,13.5
6058,전라북도,정읍시,단독주택 ,167.3
6059,전라북도,정읍시,단독주택 ,37.5
6060,전라북도,정읍시,단독주택 ,38.9
6061,전라북도,정읍시,단독주택 ,23.7
6062,전라북도,정읍시,단독주택 ,31.5
6063,전라북도,정읍시,단독주택 ,145.3
6064,전라북도,정읍시,단독주택 ,29.3
6065,전라북도,정읍시,단독주택 ,29.7
6066,전라북도,정읍시,단독주택 ,52.3
6067,전라북도,정읍시,단독주택 ,42
6068,전라북도,정읍시,단독주택 ,40.2
6069,전라북도,정읍시,단독주택 ,17.7
6070,전라북도,정읍시,단독주택 ,184.4
6071,전라북도,정읍시,단독주택 ,40.4
6072,전라북도,정읍시,단독주택 ,53.8
6073,전라북도,정읍시,단독주택 ,60.5
6074,전라북도,정읍시,단독주택 ,164.4
6075,전라북도,정읍시,단독주택 ,98.2
6076,전라북도,정읍시,단독주택 ,31.8
6077,전라북도,정읍시,단독주택 ,193.6
6078,전라북도,정읍시,단독주택 ,118.3
6079,전라북도,정읍시,단독주택 ,132.4
6080,전라북도,정읍시,단독주택 ,57
6081,전라북도,정읍시,단독주택 ,94.2
6082,전라북도,정읍시,연립다세대,38.4
6083,전라북도,정읍시,단독주택 ,43.3
6084,전라북도,정읍시,단독주택 ,77.5
6085,전라북도,정읍시,연립다세대,32.5
6086,전라북도,정읍시,단독주택 ,74.9
6087,전라북도,정읍시,단독주택 ,107.8
6088,전라북도,정읍시,단독주택 ,53.2
6089,전라북도,정읍시,단독주택 ,225.4
6090,전라북도,정읍시,연립다세대,53
6091,전라북도,정읍시,단독주택 ,40
6092,전라북도,정읍시,단독주택 ,13.8
6093,전라북도,정읍시,단독주택 ,308.1
6094,전라북도,정읍시,단독주택 ,55.2
6095,전라북도,정읍시,단독주택 ,53.6
6096,전라북도,정읍시,단독주택 ,34.1
6097,전라북도,정읍시,단독주택 ,30.5
6098,전라북도,정읍시,단독주택 ,29.8
6099,전라북도,정읍시,단독주택 ,85.2
6100,전라북도,정읍시,단독주택 ,136.1
6101,전라북도,정읍시,단독주택 ,31.1
6102,전라북도,정읍시,단독주택 ,181.7
6103,전라북도,정읍시,단독주택 ,41.2
6104,전라북도,정읍시,단독주택 ,23.3
6105,전라북도,정읍시,단독주택 ,53.8
6106,전라북도,정읍시,단독주택 ,49.8
6107,전라북도,정읍시,단독주택 ,55.3
6108,전라북도,정읍시,단독주택 ,29.2
6109,전라북도,정읍시,단독주택 ,37.1
6110,전라북도,정읍시,단독주택 ,42
6111,전라북도,정읍시,단독주택 ,16.1
6112,전라북도,정읍시,단독주택 ,23.5
6113,전라북도,정읍시,단독주택 ,49.3
6114,전라북도,정읍시,단독주택 ,24.4
6115,전라북도,정읍시,단독주택 ,160.2
6116,전라북도,정읍시,단독주택 ,8.2
6117,전라북도,정읍시,단독주택 ,32.9
6118,전라북도,정읍시,단독주택 ,34.2
6119,전라북도,정읍시,단독주택 ,228
6120,전라북도,정읍시,단독주택 ,22.2
6121,전라북도,정읍시,단독주택 ,24.8
6122,전라북도,정읍시,단독주택 ,10.9
6123,전라북도,정읍시,단독주택 ,105.7
6124,전라북도,정읍시,단독주택 ,63.3
6125,전라북도,정읍시,단독주택 ,47.4
6126,전라북도,정읍시,단독주택 ,93
6127,전라북도,정읍시,단독주택 ,40.9
